Sample,AIRSPEED  L,AIRSPEED R,ALTITUDE L,ALTITUDE R,AP ENGAGED,VHF3 PTT,VHF2 PTT,VHF1 PTT,TIME GMT (SS),TIME GMT (MM),TIME GMT (HH),TIME ELAPSED,TQ 2 ,TQ 1,ACCN NORM,ACCN LONG,ACCN LAT,FLAP POS,HEADING
,[ knots ],[ knots ],[ feet ],[ feet ],[  ],[  ],[  ],[  ],[ SS ],[ MM ],[ HH ],[  ],[ % ],[ % ],[ g ],[ g ],[ g ],[ deg ],[ deg ]
1218,210,210,24000,24006,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57.5,58.5,0.9922,0.0586,0.002,,316.1
1219,210,210,24002,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1706,58.5,59,0.9883,0.0586,-0.0059,-0.088,316.1
1220,210,211,24002,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59,59,0.9922,0.0586,-0.0059,,315.9
1221,210,211,24002,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,0,17,,58.5,59,0.9844,0.0547,-0.0078,-0.088,315.8
1222,211,211,24004,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,0.9844,0.0527,-0.0039,,315.8
1223,211,211,24004,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1710,57,57.5,0.9805,0.0508,0,-0.088,315.8
1224,211,211,24004,24010,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9844,0.0488,-0.002,,315.7
1225,211,212,24002,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,0,17,,54.5,55.5,0.9922,0.0469,-0.0039,-0.088,315.7
1226,211,212,24002,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,53.5,54,0.9961,0.0469,0,,315.7
1227,212,212,24002,24008,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1714,52,53,0.9922,0.043,0,-0.088,315.8
1228,212,212,24000,24006,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,50.5,51.5,0.9961,0.041,0.002,,315.8
1229,212,212,24000,24006,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,0,17,,49.5,50,0.9961,0.041,0.002,-0.088,315.9
1230,212,212,24000,24006,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,49,49.5,0.9922,0.0391,0.0039,,316.1
1231,212,212,24000,24006,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1718,48,48.5,0.9844,0.0371,0.0059,-0.088,316.1
1232,212,212,23998,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,47.5,48,0.9961,0.041,0,,316.1
1233,212,212,23998,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,0,17,,47.5,47.5,0.9961,0.0371,0.0039,-0.088,316.1
1234,212,212,23998,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,47,47.5,0.9922,0.0391,0.0059,,316.2
1235,212,212,23998,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1722,46.5,47,0.9922,0.0352,0.0059,-0.088,316.2
1236,212,212,23998,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,45.5,46,0.9922,0.0352,0.0039,,316.3
1237,212,212,23998,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,1,17,,45,45.5,0.9805,0.0352,0.0059,-0.088,316.4
1238,212,212,23996,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,44.5,45,0.9883,0.0332,0.0117,,316.5
1239,211,212,23996,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1726,44.5,44.5,0.9961,0.0332,0.0059,-0.088,316.5
1240,211,212,23994,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,44,44.5,1,0.0313,0.0059,,316.6
1241,211,212,23994,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,1,17,,44,44,0.9961,0.0332,0.0078,-0.088,316.7
1242,211,212,23994,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,43.5,43.5,0.9961,0.0293,0.0078,,316.7
1243,211,212,23992,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1730,43,43,0.9922,0.0313,0.0078,-0.088,316.8
1244,211,212,23992,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0293,0.0098,,316.8
1245,211,212,23992,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,1,17,,42.5,42.5,0.9961,0.0273,0.0117,-0.088,316.8
1246,211,211,23994,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0332,0.0098,,316.8
1247,211,211,23994,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1734,42.5,42.5,0.9883,0.0293,0.0078,-0.088,316.8
1248,211,211,23994,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,43,0.9844,0.0293,0.0098,,316.8
1249,211,211,23994,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,1,17,,42.5,42.5,0.9844,0.0313,0.0059,-0.088,316.8
1250,211,211,23992,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9883,0.0293,0.0137,,316.8
1251,211,211,23992,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1738,42.5,43,0.9922,0.0293,0.0078,-0.088,316.8
1252,211,211,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,1,0.0293,0.0059,,316.8
1253,211,211,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,1,17,,42.5,42.5,1,0.0293,0.0098,-0.088,316.8
1254,210,211,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,1,0.0313,0.0078,,316.8
1255,210,211,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1742,42.5,42.5,0.9961,0.0313,0.0078,-0.088,316.8
1256,210,210,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0332,0.0098,,316.8
1257,210,210,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,1,17,,42.5,43,1,0.0313,0.0098,-0.088,316.8
1258,210,210,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,1,0.0352,0.0059,,316.6
1259,210,210,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1746,42.5,42.5,0.9961,0.0313,0.0039,-0.088,316.5
1260,210,210,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0313,0.0039,,316.5
1261,210,210,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,1,17,,42.5,42.5,0.9883,0.0313,0.0078,-0.088,316.5
1262,210,210,23990,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9844,0.0293,0.0059,,316.4
1263,209,210,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1750,42.5,42.5,0.9883,0.0332,0.0039,-0.088,316.4
1264,209,210,23992,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0313,0.0039,,316.3
1265,209,210,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,1,17,,42.5,42.5,0.9883,0.0293,0.0078,-0.088,316.3
1266,209,210,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0332,0.0059,,316.3
1267,209,209,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1754,42.5,42.5,0.9883,0.0332,0.0039,-0.088,316.2
1268,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0332,0.0039,,316.2
1269,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,1,17,,42.5,42.5,0.9961,0.0352,0.0039,-0.088,316.2
1270,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0332,0.0078,,316.2
1271,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1758,42.5,42.5,0.9961,0.0352,0.002,-0.088,316.1
1272,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0332,0.0059,,316.2
1273,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,1,17,,42.5,42.5,0.9922,0.0313,0.0059,-0.088,316.2
1274,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0313,0.0059,,316.1
1275,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1762,42.5,42.5,0.9922,0.0332,0.0078,-0.088,316.1
1276,209,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,1,0.0371,0.0039,,316.1
1277,208,209,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,1,17,,42.5,42.5,0.9922,0.0352,0.0078,-0.088,316.1
1278,208,208,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0313,0.0059,,316.1
1279,208,208,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1766,42.5,42.5,0.9883,0.0332,0.0059,-0.088,316.1
1280,208,208,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9883,0.0352,0.0059,,316.1
1281,208,208,23988,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,1,17,,42.5,42.5,0.9883,0.0352,0.0039,-0.088,316.1
1282,208,208,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9922,0.0371,0.0078,,316.1
1283,207,208,23986,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1770,42.5,42.5,0.9961,0.0332,0.0059,-0.088,316.1
1284,207,208,23986,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0352,0.0039,,316.1
1285,207,207,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,1,17,,42.5,42.5,0.9883,0.0391,0.0098,-0.088,316.1
1286,207,207,23986,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0332,0.0078,,316.1
1287,207,207,23986,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1774,42,42.5,0.9922,0.0313,0,-0.088,316.1
1288,207,207,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0332,0.0059,,316.1
1289,207,207,23986,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,1,17,,42.5,42.5,0.9961,0.0352,0.0059,-0.088,316.2
1290,207,207,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0371,0.0039,,316.1
1291,207,207,23986,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1778,42.5,42.5,0.9961,0.0332,0.0059,-0.088,316.1
1292,207,207,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9883,0.0352,0.0039,,316.1
1293,207,207,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,1,17,,42,42.5,0.9961,0.0332,0.0078,-0.088,316.2
1294,207,207,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0352,0.0039,,316.2
1295,207,207,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1782,42.5,42.5,0.9961,0.0352,0.0039,-0.088,316.2
1296,207,207,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0371,0.0059,,316.2
1297,207,207,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,2,17,,42.5,42.5,0.9883,0.0391,0.0059,-0.088,316.2
1298,207,207,23990,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9805,0.0352,0.0059,,316.1
1299,207,207,23990,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1786,42.5,42.5,0.9844,0.0371,0.0059,-0.088,316.1
1300,207,207,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9883,0.0352,0.0078,,316.1
1301,206,207,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,2,17,,42,42.5,0.9922,0.0371,0.0039,-0.088,316.1
1302,206,207,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0352,0.0059,,316.1
1303,206,207,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1790,42.5,42.5,0.9922,0.0391,0.0059,-0.088,316.1
1304,206,206,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0391,0.0059,,316.1
1305,206,206,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,2,17,,42,42.5,0.9961,0.0352,0.002,-0.088,316.1
1306,206,206,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,1,0.0371,0.0039,,316.1
1307,206,206,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1794,42.5,42.5,0.9922,0.0352,0.0078,-0.088,316.1
1308,206,206,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9883,0.0332,0.0039,,316.1
1309,206,206,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,2,17,,42.5,42.5,0.9883,0.0352,0.0039,-0.088,316.1
1310,206,206,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9844,0.0391,0.0078,,316.1
1311,206,206,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1798,42,42.5,0.9883,0.0371,0.0078,-0.088,316.1
1312,205,206,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,1,0.0391,0.0039,,316.1
1313,205,206,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,2,17,,42.5,42.5,1,0.0352,0.002,-0.088,316.1
1314,205,206,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9922,0.0391,0.0059,,316.1
1315,205,206,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1802,42,42,0.9922,0.0391,0.0098,-0.088,316.1
1316,205,205,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9922,0.0352,0.0039,,316.1
1317,205,206,23986,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,2,17,,42.5,42.5,0.9961,0.0371,0.0059,-0.088,316
1318,205,205,23988,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9961,0.0332,0.002,,315.9
1319,205,205,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1806,42.5,42,1,0.041,0.0059,-0.088,315.9
1320,205,205,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9883,0.0352,0.0059,,315.9
1321,205,205,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,2,17,,42,42.5,0.9883,0.0371,0.0039,-0.088,315.9
1322,205,205,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9883,0.0371,0.0059,,315.9
1323,205,205,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1810,42.5,42.5,0.9883,0.041,0.0039,-0.088,315.9
1324,205,205,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42.5,42.5,0.9883,0.0391,0.0059,,316
1325,205,205,23990,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,2,17,,42,42.5,0.9883,0.0352,0.0078,-0.088,316
1326,204,205,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9883,0.041,0.0078,,316
1327,204,205,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1814,42,42.5,0.9883,0.0391,0.0039,-0.088,316.1
1328,204,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.0371,0.0039,,316.1
1329,204,204,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,2,17,,42,42,0.9922,0.0391,0.0059,-0.088,316.1
1330,204,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,1,0.0391,0.0078,,316.1
1331,204,204,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1818,42,42,0.9961,0.043,0.0059,-0.088,316.1
1332,204,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9883,0.0391,0.0078,,316.1
1333,204,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,2,17,,42,42.5,0.9922,0.0391,0.0059,-0.088,316.1
1334,204,204,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.0391,0.0059,,316.1
1335,204,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1822,42,42,0.9883,0.0391,0.0078,-0.088,316.1
1336,204,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9922,0.043,0.0059,,316.1
1337,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,2,17,,42,42.5,0.9922,0.041,0.0078,-0.088,316.1
1338,203,204,23988,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9883,0.041,0.0078,,316.1
1339,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1826,42,42,0.9883,0.0391,0.0059,-0.088,316.1
1340,203,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9883,0.041,0.0098,,316.1
1341,203,204,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,2,17,,42,42.5,0.9961,0.0391,0.0078,-0.088,316.1
1342,203,204,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,1,0.041,0.0078,,316.2
1343,203,204,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1830,42,42,1,0.043,0.0059,-0.088,316.2
1344,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.041,0.0098,,316.2
1345,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,2,17,,42,42,0.9883,0.043,0.0078,-0.088,316.2
1346,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9883,0.0371,0.0078,,316.2
1347,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1834,42,42.5,0.9922,0.0391,0.0078,-0.088,316.1
1348,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.043,0.0039,,316.1
1349,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,2,17,,42.5,42,0.9922,0.0371,0.0039,-0.088,316.1
1350,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9883,0.0391,0.0059,,316.1
1351,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1838,42,42,0.9883,0.041,0.0059,-0.088,316.1
1352,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.041,0.0059,,316
1353,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,2,17,,42,42,0.9922,0.0391,0.0039,-0.088,315.9
1354,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.041,0.0059,,315.9
1355,203,204,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1842,42,42,0.9922,0.041,0.002,-0.088,315.9
1356,203,203,23986,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.041,0.0059,,315.9
1357,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,3,17,,42,42.5,0.9883,0.0391,0.0059,-0.088,315.9
1358,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9883,0.041,0.0059,,315.8
1359,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1846,42,42,0.9922,0.043,0.0078,-0.088,315.8
1360,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.041,0.002,,315.8
1361,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,3,17,,42,42,0.9922,0.0371,0.0059,-0.088,315.8
1362,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.043,0.0098,,315.8
1363,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1850,42,42,0.9883,0.043,0.0039,-0.088,315.8
1364,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9844,0.0371,0.0078,,315.9
1365,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,3,17,,42,42,0.9922,0.041,0.0039,-0.088,315.8
1366,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42.5,0.9961,0.043,0.0039,,315.8
1367,203,203,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1854,42,42,1,0.041,0,-0.088,315.7
1368,203,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.041,0.002,,315.7
1369,202,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,3,17,,42,42,0.9883,0.0391,0.0078,-0.088,315.7
1370,202,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9883,0.041,0.002,,315.7
1371,202,203,23988,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1858,42,42,0.9922,0.0391,0.002,-0.088,315.6
1372,202,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,1,0.041,0,,315.6
1373,202,203,23988,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,3,17,,42,42,0.9883,0.0391,0,-0.088,315.6
1374,202,202,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.041,0.0059,,315.7
1375,202,203,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1862,42,42,0.9844,0.043,0.0059,-0.088,315.6
1376,202,202,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.0391,0.002,,315.6
1377,202,202,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,3,17,,42,42,0.9961,0.043,0,-0.088,315.6
1378,202,202,23986,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9883,0.0449,0.0039,,315.6
1379,202,202,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1866,42,42,1,0.043,0.002,-0.088,315.6
1380,202,202,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.043,0.0059,,315.6
1381,202,202,23984,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,3,17,,42,42,0.9922,0.0391,0.0039,0,315.7
1382,202,202,23982,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,42,42,0.9922,0.043,0.0059,,315.7
1383,202,202,23984,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1870,42,42,0.9922,0.043,0.002,-0.088,315.6
