Sample,AIRSPEED  L,AIRSPEED R,ALTITUDE L,ALTITUDE R,AP ENGAGED,VHF3 PTT,VHF2 PTT,VHF1 PTT,TIME GMT (SS),TIME GMT (MM),TIME GMT (HH),TIME ELAPSED,TQ 2 ,TQ 1,ACCN NORM,ACCN LONG,ACCN LAT,FLAP POS,HEADING
,[ knots ],[ knots ],[ feet ],[ feet ],[  ],[  ],[  ],[  ],[ SS ],[ MM ],[ HH ],[  ],[ % ],[ % ],[ g ],[ g ],[ g ],[ deg ],[ deg ]
1051,210,210,21900,21912,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1538,60,60.5,0.9922,0.0664,0,-0.088,316.2
1052,210,210,21912,21922,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,0.9961,0.0703,0.002,,316.2
1053,210,210,21924,21934,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,57,16,,60,60,1,0.0664,0.002,-0.088,316.2
1054,210,210,21936,21948,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,1,0.0645,0,,316.1
1055,210,210,21948,21960,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1542,60,60,1.0039,0.0664,0.002,-0.088,316.2
1056,210,210,21962,21974,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,1,0.0645,0.002,,316.2
1057,210,210,21976,21986,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,58,16,,60,60,0.9922,0.0645,0,-0.088,316.2
1058,210,210,21990,22000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,0.9922,0.0645,0,,316.1
1059,210,210,22004,22014,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1546,60,60,0.9883,0.0625,0,-0.088,316.1
1060,210,211,22016,22028,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,0.9922,0.0645,0,,316.1
1061,210,211,22030,22040,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,58,16,,60,60,0.9922,0.0625,0.002,-0.088,316.1
1062,210,211,22044,22054,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,0.9922,0.0645,0.002,,316.1
1063,210,211,22056,22066,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1550,60,60,0.9922,0.0645,-0.002,-0.088,316.1
1064,210,211,22068,22078,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59.5,60,0.9961,0.0645,0,,316.1
1065,210,211,22082,22094,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,58,16,,59.5,60,1,0.0645,0.002,-0.088,316.1
1066,211,211,22096,22106,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59.5,60,1.0039,0.0664,0.002,,316.1
1067,211,211,22110,22120,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1554,59.5,60,1.0078,0.0645,-0.002,-0.088,316.1
1068,211,211,22124,22134,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,1.0039,0.0664,0.0039,,316.1
1069,211,211,22138,22150,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,58,16,,60,60,1.0078,0.0645,0.002,-0.088,316.1
1070,211,211,22154,22164,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59.5,60,1.0039,0.0645,0,,316.1
1071,211,211,22170,22180,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1558,59.5,60,1.0078,0.0645,0.0059,-0.088,316.2
1072,211,212,22186,22198,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59.5,60,1.0039,0.0625,0,,316.3
1073,211,212,22202,22214,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,58,16,,60,60,1.0078,0.0645,0,-0.088,316.3
1074,211,212,22220,22230,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,60,60,1.0078,0.0645,0,,316.3
1075,211,212,22236,22248,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1562,59.5,60,1.0078,0.0645,0.002,-0.088,316.4
1076,211,212,22254,22266,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59.5,60,1.0078,0.0645,0.002,,316.5
1077,211,211,22272,22284,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,58,16,,59.5,60,1.0117,0.0664,0.002,-0.088,316.6
1078,211,211,22292,22304,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59.5,60,1.0039,0.0625,0,,316.6
1079,211,211,22312,22324,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1566,59.5,60,0.9961,0.0645,0,-0.088,316.8
1080,211,211,22332,22344,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59.5,60,0.9922,0.0605,0.002,,316.8
1081,211,211,22352,22364,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,58,16,,59.5,59.5,0.9883,0.0645,-0.002,-0.088,316.9
1082,211,211,22372,22384,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59,59.5,0.9844,0.0605,0.002,,317
1083,211,211,22390,22402,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1570,59,59.5,0.9805,0.0625,0.002,-0.088,317.1
1084,211,211,22410,22420,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59,59.5,0.9844,0.0605,0.002,,317.2
1085,210,211,22428,22438,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,58,16,,59,59.5,0.9805,0.0605,0.002,-0.088,317.3
1086,210,211,22446,22456,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59,59.5,0.9805,0.0625,0,,317.3
1087,210,210,22462,22474,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1574,59,59.5,0.9844,0.0625,0.002,-0.088,317.4
1088,210,210,22480,22490,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59,59.5,0.9844,0.0625,0,,317.5
1089,210,210,22498,22508,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,58,16,,59,59.5,0.9844,0.0625,0.0039,-0.088,317.5
1090,210,210,22512,22522,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59,59.5,0.9961,0.0645,0.0078,,317.5
1091,210,210,22530,22542,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1578,59,59,0.9844,0.0605,0,-0.088,317.5
1092,210,210,22548,22558,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,59,59,0.9805,0.0605,0,,317.4
1093,210,210,22564,22574,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,58,16,,59,59,0.9922,0.0625,-0.002,-0.088,317.5
1094,210,210,22580,22590,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58.5,59,0.9883,0.0605,0.0039,,317.6
1095,210,210,22598,22606,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1582,59,59,0.9883,0.0625,0.002,-0.088,317.5
1096,210,210,22614,22624,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58.5,59,0.9805,0.0625,0,,317.5
1097,210,210,22630,22640,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,58,16,,58.5,59,0.9844,0.0625,0,-0.088,317.5
1098,210,210,22646,22654,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58.5,59,0.9844,0.0645,0,,317.4
1099,210,210,22660,22668,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1586,58.5,59,0.9961,0.0605,-0.0059,-0.088,317.2
1100,210,210,22674,22684,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58.5,59,0.9883,0.0625,0,,317.2
1101,210,210,22690,22700,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,58,16,,58.5,59,0.9844,0.0625,0.0059,-0.088,317.1
1102,210,210,22706,22716,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58.5,59,0.9844,0.0625,0.002,,316.9
1103,210,210,22722,22730,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1590,58.5,58.5,0.9883,0.0605,0.002,-0.088,316.8
1104,209,210,22736,22746,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58.5,58.5,0.9844,0.0625,-0.002,,316.7
1105,209,210,22750,22762,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,58,16,,58.5,58.5,0.9844,0.0586,0.002,-0.088,316.7
1106,209,210,22764,22776,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,0.9883,0.0625,0.002,,316.6
1107,209,210,22780,22788,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1594,58.5,58.5,0.9805,0.0645,0,-0.088,316.5
1108,209,210,22792,22802,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58.5,58.5,0.9805,0.0605,0.002,,316.4
1109,209,210,22806,22816,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,58,16,,58.5,58.5,0.9844,0.0625,0.002,-0.088,316.4
1110,209,210,22818,22828,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,0.9961,0.0605,0.0039,,316.3
1111,209,210,22830,22842,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1598,58,58.5,0.9922,0.0625,0.002,-0.088,316.2
1112,209,210,22844,22854,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,0.9961,0.0625,-0.002,,316.3
1113,209,210,22856,22866,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,58,16,,58,58.5,1.0039,0.0586,0,-0.088,316.4
1114,209,210,22872,22882,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,0.9883,0.0625,0.0039,,316.5
1115,209,210,22884,22894,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1602,58,58.5,0.9961,0.0625,0,-0.088,316.4
1116,209,209,22898,22908,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,0.9922,0.0605,0,,316.4
1117,209,209,22912,22922,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,59,16,,58,58.5,0.9805,0.0605,-0.0039,-0.088,316.4
1118,209,209,22924,22932,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,0.9922,0.0625,0,,316.4
1119,209,209,22934,22944,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1606,58,58.5,1.0195,0.0645,0,-0.088,316.4
1120,209,209,22946,22956,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,58,58.5,1.0313,0.0664,0,,316.4
1121,208,209,22956,22970,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,59,16,,58,58,1.0586,0.0664,0.0098,-0.088,316.5
1122,208,208,22972,22984,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57.5,58,1.0742,0.0723,0.0078,,316.5
1123,208,208,22988,23004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1610,58,58,1.0859,0.0742,0.002,-0.088,316.4
1124,207,208,23010,23026,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57.5,58,1.1016,0.0723,0.0039,,316.4
1125,207,207,23034,23052,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,59,16,,57.5,58,1.0977,0.0723,0.0078,-0.088,316.4
1126,206,206,23064,23086,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57.5,58,1.0938,0.0742,0.002,,316.3
1127,206,206,23104,23124,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1614,57.5,57.5,1.043,0.0742,0.002,-0.088,316.3
1128,205,205,23140,23160,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57.5,57.5,1.0313,0.0723,0.0059,,316.2
1129,204,204,23176,23198,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,59,16,,57,57.5,1.0234,0.0742,0.0039,-0.088,316.1
1130,203,203,23212,23234,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57,57.5,1.0156,0.0723,0.0039,,316.1
1131,202,202,23250,23272,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1618,57,57,1.0195,0.0703,0.002,-0.088,316.1
1132,201,201,23292,23314,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,57,0.9961,0.0723,0,,316.1
1133,200,200,23332,23356,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,59,16,,56,56.5,0.9844,0.0703,0.0039,-0.088,316.1
1134,199,200,23374,23396,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9531,0.0742,0,,316
1135,199,199,23412,23432,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1622,56,56.5,0.9492,0.0723,-0.002,-0.088,315.9
1136,198,199,23448,23470,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56,0.9414,0.0703,0,,315.9
1137,198,198,23484,23504,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,59,16,,55.5,56,0.9297,0.0723,0,-0.088,315.9
1138,197,198,23514,23534,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,56,0.9336,0.0742,0.002,,315.9
1139,197,197,23544,23562,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1626,55.5,56,0.9297,0.0723,0,-0.088,315.9
1140,196,197,23570,23588,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,56,0.9375,0.0723,0,,315.9
1141,196,196,23594,23614,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,59,16,,55.5,55.5,0.9414,0.0723,0,-0.088,316.1
1142,196,196,23618,23636,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,0.9453,0.0762,0.0039,,316.2
1143,195,196,23638,23658,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1630,55.5,55.5,0.9531,0.0742,0.002,-0.088,316.1
1144,195,195,23660,23678,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,56,0.9609,0.0742,0.002,,316.1
1145,195,195,23678,23698,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,59,16,,55.5,55.5,0.9648,0.0781,0.0039,-0.088,316.2
1146,195,195,23696,23716,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,0.9805,0.0781,0.0039,,316.3
1147,194,195,23716,23734,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1634,55.5,55.5,0.9805,0.0762,0,-0.088,316.2
1148,194,195,23732,23752,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,0.9961,0.084,0.0059,,316.2
1149,194,195,23752,23772,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,59,16,,55.5,55.5,0.9883,0.0781,0,-0.088,316.1
1150,194,194,23768,23790,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,1.0039,0.084,0.0039,,316.1
1151,194,195,23790,23810,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1638,55.5,55.5,0.9922,0.082,0,-0.088,316.1
1152,194,194,23806,23830,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,1.0195,0.0801,0,,316.1
1153,194,195,23838,23856,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,59,16,,55.5,55.5,0.9414,0.0781,0,-0.088,316.1
1154,194,195,23856,23876,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,0.9453,0.0742,0.002,,316.1
1155,194,194,23876,23894,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1642,55.5,55.5,0.9258,0.0742,0,-0.088,316.1
1156,194,194,23892,23910,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,0.918,0.0703,0.002,,316.1
1157,194,194,23908,23922,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,59,16,,55.5,55.5,0.9102,0.0703,0.002,-0.088,316.1
1158,194,194,23918,23932,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55,55.5,0.9102,0.0742,0,,316.1
1159,194,195,23922,23934,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1646,55.5,55.5,0.9375,0.0781,0,-0.088,316.2
1160,194,195,23922,23938,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,55.5,0.9648,0.0801,0,,316.3
1161,194,195,23926,23942,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,44,59,16,,55.5,55.5,0.9727,0.0742,0.002,-0.088,316.3
1162,194,195,23928,23946,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,56,0.9883,0.082,0.002,,316.4
1163,194,195,23934,23950,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1650,55.5,56,0.9844,0.0801,0.002,-0.088,316.4
1164,195,195,23938,23952,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,56,0.9922,0.0801,0.002,,316.4
1165,195,196,23942,23958,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,48,59,16,,55.5,56,0.9922,0.0801,0.002,-0.088,316.5
1166,195,196,23946,23962,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,56,0.9922,0.0762,0.0039,,316.5
1167,195,196,23952,23968,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1654,55.5,56,0.9844,0.0801,0.0039,-0.088,316.5
1168,196,196,23956,23972,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,55.5,56,0.9844,0.0781,0.002,,316.5
1169,196,197,23960,23976,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,52,59,16,,56,56,0.9805,0.0762,0.0039,-0.088,316.6
1170,196,197,23964,23978,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56,0.9844,0.0781,0,,316.6
1171,197,197,23968,23984,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1658,55.5,56,0.9805,0.0762,0.0059,-0.088,316.6
1172,197,197,23970,23986,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56,0.9805,0.0762,0.002,,316.6
1173,197,198,23972,23988,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,56,59,16,,56,56,0.9844,0.0723,0.0039,-0.088,316.7
1174,197,198,23976,23990,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56,0.9844,0.0762,0.0039,,316.7
1175,197,198,23978,23992,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1662,56,56,0.9883,0.0742,0.002,-0.088,316.7
1176,198,198,23980,23994,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56,0.9922,0.0762,0.002,,316.8
1177,198,199,23982,23996,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,0,0,17,,56,56,0.9922,0.0723,0.002,-0.088,316.8
1178,198,199,23984,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9883,0.0723,0.002,,316.8
1179,199,199,23984,23998,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1666,56,56.5,0.9883,0.0762,0.0039,-0.088,316.7
1180,199,200,23986,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9844,0.0703,0,,316.7
1181,199,200,23988,24000,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,4,0,17,,56,56.5,0.9844,0.0723,0.002,-0.088,316.7
1182,200,200,23988,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9844,0.0723,0,,316.7
1183,200,200,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1670,56,56.5,0.9844,0.0703,0,-0.088,316.7
1184,200,201,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9922,0.0703,0.002,,316.7
1185,200,201,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,8,0,17,,56.5,56.5,0.9922,0.0703,0.0039,-0.088,316.7
1186,201,201,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9922,0.0703,0.0039,,316.7
1187,201,201,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1674,56,56.5,1,0.0703,0.0078,-0.088,316.7
1188,201,202,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9922,0.0684,0.0039,,316.7
1189,202,202,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,12,0,17,,56.5,56.5,0.9961,0.0664,0,-0.088,316.6
1190,202,203,23990,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9922,0.0703,0.0039,,316.5
1191,202,203,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1678,56,56.5,0.9883,0.0664,0.002,-0.088,316.6
1192,203,203,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56,56.5,0.9922,0.0625,0.002,,316.6
1193,203,203,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,16,0,17,,56.5,56.5,0.9922,0.0684,0.002,-0.088,316.5
1194,203,204,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,56.5,0.9883,0.0664,0.002,,316.5
1195,203,204,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1682,56.5,56.5,0.9922,0.0664,0.002,-0.088,316.5
1196,204,204,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,56.5,0.9922,0.0664,0.0039,,316.5
1197,204,204,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,20,0,17,,56.5,56.5,0.9922,0.0625,0.0039,-0.088,316.5
1198,204,205,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,56.5,0.9922,0.0664,0,,316.5
1199,204,205,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1686,56.5,56.5,0.9922,0.0664,0.002,-0.088,316.5
1200,205,205,23992,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,56.5,0.9961,0.0625,0.002,,316.4
1201,205,205,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,24,0,17,,56.5,56.5,0.9922,0.0645,0.0039,-0.088,316.4
1202,205,206,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,57,0.9883,0.0645,0.0039,,316.4
1203,205,206,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1690,56.5,57,0.9922,0.0625,0.0059,-0.088,316.4
1204,206,206,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,57,0.9922,0.0645,0.0039,,316.3
1205,206,207,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,28,0,17,,56.5,57,0.9922,0.0625,0,-0.088,316.3
1206,206,207,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,57,0.9922,0.0605,0.002,,316.3
1207,207,207,23994,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1694,56.5,57,0.9922,0.0586,0.0039,-0.088,316.3
1208,207,207,23994,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,57,0.9922,0.0625,0,,316.2
1209,207,208,23994,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,32,0,17,,56.5,57,0.9922,0.0625,0.002,-0.088,316.2
1210,207,208,23996,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,57,0.9922,0.0605,0.002,,316.2
1211,208,208,23996,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1698,56.5,57,0.9961,0.0605,0.002,-0.088,316.3
1212,208,208,23996,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57,57,0.9961,0.0586,0.0039,,316.3
1213,208,209,23996,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,36,0,17,,56.5,57,0.9961,0.0605,0,-0.088,316.2
1214,209,209,23996,24002,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,56.5,57,0.9961,0.0605,0.002,,316.2
1215,209,209,23998,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,1702,56.5,57,0.9961,0.0566,0.0039,-0.088,316.2
1216,209,210,23998,24004,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,,,,,57,57,0.9922,0.0605,0.002,,316.2
1217,209,210,24000,24006,ENGAGED,NOT ACTIVE,NOT ACTIVE,NOT ACTIVE,40,0,17,,56.5,57,0.9961,0.0586,0.0039,-0.088,316.1
